winner,pass_stat_f1,pass_stat_f2,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2
Kevin Lee,1,0,64,70,1,0,1,1
Yair Rodriguez,0,1,120,62,0,0,1,1
Dennis Bermudez,1,1,48,9,0,0,5,0
Thales Leites,7,0,36,8,1,0,5,0
Santiago Ponzinibbio,0,0,58,35,0,0,0,1
Trevor Smith,10,0,42,15,2,1,4,1
Maryna Moroz,0,0,17,17,0,0,0,1
Demian Maia,2,0,1,1,1,0,1,0
Anthony Pettis,2,6,53,41,1,0,0,4
Court McGee,2,0,15,23,1,0,4,0
Marcin Tybura,0,0,15,3,0,0,0,0
David Teymur,0,0,26,8,0,0,0,0
Paige VanZant,0,0,25,21,0,0,0,0
Jim Miller,0,10,80,54,0,1,0,3
Sam Alvey,1,0,59,25,0,0,0,0
Teruto Ishihara,0,0,13,5,0,0,0,0
Cub Swanson,3,3,67,23,1,0,1,3
Justin Ledet,0,0,113,59,0,0,0,0
Kyle Bochniak,1,0,41,55,0,0,1,1
Alessio Di Chirico,4,2,61,57,0,0,2,2
Felipe Silva,0,0,11,9,0,0,0,0
Chad Laprise,0,0,17,4,0,0,0,0
Jeremy Kennedy,0,0,27,28,0,0,5,0
Josh Barnett,6,1,53,38,1,0,1,1
Alexander Gustafsson,2,0,50,28,0,0,4,0
Ryan Bader,0,0,13,9,0,0,0,0
Nick Hein,1,0,20,40,0,0,2,0
Jessin Ayari,0,0,70,47,0,0,0,0
Peter Sobotta,7,0,38,14,1,0,3,0
Ashlee Evans-Smith,3,0,73,23,0,0,2,0
Taylor Lapilus,0,0,63,19,0,0,0,3
Jarjis Danho,1,0,52,76,0,0,1,0
Jack Hermansson,1,0,88,37,0,2,1,0
Rustam Khabilov,0,1,24,29,0,0,2,0
Conor McGregor,0,0,164,166,0,0,0,1
Anthony Johnson,0,0,4,1,0,0,0,0
Donald Cerrone,0,0,45,17,1,0,1,1
Mike Perry,3,0,31,8,0,0,0,0
Tim Means,0,0,71,33,0,0,0,2
Cody Garbrandt,0,0,12,4,0,0,0,0
Raquel Pennington,2,2,33,15,1,0,3,1
Artem Lobov,0,0,53,42,0,0,0,0
Cortney Casey,1,1,21,4,1,0,0,1
Lorenz Larkin,0,0,32,8,0,0,0,0
Colby Covington,12,0,26,13,0,1,6,0
Marvin Vettori,0,0,10,4,1,0,1,1
Stipe Miocic,0,0,34,9,0,1,1,0
Fabricio Werdum,1,0,84,37,1,0,0,0
Mickey Gall,3,0,20,0,2,0,1,0
Jimmie Rivera,0,0,54,22,0,0,0,0
Michael Johnson,0,0,14,6,0,0,0,0
Derek Brunson,0,0,4,1,0,0,0,0
Jessica Andrade,3,0,20,13,1,0,2,0
Bethe Correia,0,0,49,52,0,0,0,0
Brad Tavares,0,0,46,26,0,1,0,1
Evan Dunham,4,0,144,58,2,0,3,0
Roan Carneiro,2,2,33,28,0,0,2,0
Islam Makhachev,7,4,12,5,2,2,4,0
Nik Lentz,8,1,38,16,1,0,5,0
Drew Dober,0,0,20,10,0,0,0,0
Yancy Medeiros,2,0,17,17,1,0,0,0
Chas Skelly,0,0,1,0,1,0,0,0
Gabriel Benitez,0,0,39,19,1,0,0,0
Belal Muhammad,5,0,66,67,0,0,3,0
Antonio Carlos Junior,5,0,32,6,1,2,7,0
Jose Quinonez,5,0,56,44,0,0,5,0
Randy Brown,0,1,12,21,1,0,1,2
Alejandro Perez,0,0,61,79,0,0,1,0
Cris Cyborg,4,0,84,14,0,0,2,0
Renan Barao,0,0,64,39,0,0,3,0
Roy Nelson,0,0,36,27,0,0,0,0
Francisco Trinaldo,1,0,32,33,0,0,1,0
Eric Spicely,2,1,5,2,1,0,1,0
Godofredo Pepey,1,0,24,6,2,0,1,0
Michel Prazeres,0,1,67,46,0,0,5,1
Rani Yahya,6,0,10,20,1,0,7,1
Jussier Formiga,8,0,8,13,2,0,1,0
Erick Silva,4,2,55,41,2,0,0,1
Alan Patrick,6,2,7,2,1,1,5,0
Vicente Luque,0,0,11,5,0,0,0,0
Gregor Gillespie,8,0,41,43,0,0,5,0
Michael Bisping,0,1,119,81,0,0,0,1
Gegard Mousasi,2,0,57,8,0,0,1,0
Jimi Manuwa,0,2,32,13,1,0,0,2
John Lineker,0,1,93,101,0,0,0,0
Stefan Struve,4,0,9,14,1,0,2,0
Mirsad Bektic,1,0,4,6,2,0,4,0
Alex Oliveira,2,4,48,16,1,0,4,4
Zak Ottow,0,1,65,47,1,0,0,1
Brandon Moreno,0,0,8,7,2,0,1,1
Iuri Alcantara,2,0,26,1,2,0,0,0
Damian Stasiak,5,1,10,36,1,0,4,2
Leon Edwards,6,0,16,32,1,0,3,0
Henrique da Silva,3,1,44,50,1,0,0,0
Andre Fili,3,3,45,25,0,1,1,4
Shamil Abdurakhimov,1,0,47,33,0,1,1,0
Elizeu Zaleski dos Santos,2,5,34,24,2,0,1,5
Marc Diakiese,0,3,48,21,0,0,1,2
Mike Perry,5,0,90,81,0,0,0,0
Leonardo Santos,0,0,23,34,0,0,0,0
Nate Marquardt,0,0,24,16,0,0,2,0
Ion Cutelaba,0,0,89,30,0,0,0,0
Curtis Blaydes,3,0,52,21,0,0,5,3
Ketlen Vieira,3,0,13,44,0,0,4,0
Conor McGregor,0,0,32,9,0,0,0,0
Tyron Woodley,1,0,61,43,2,0,1,0
Joanna Jedrzejczyk,0,0,171,50,0,0,1,0
Yoel Romero,0,0,18,12,0,0,2,1
Raquel Pennington,1,0,43,21,3,0,1,1
Frankie Edgar,5,0,40,33,2,1,5,0
Khabib Nurmagomedov,6,0,94,19,1,1,2,0
Tim Boetsch,0,0,14,5,0,0,0,0
Vicente Luque,0,0,9,3,0,0,0,0
Jim Miller,5,0,28,36,1,0,4,0
Liz Carmouche,1,0,27,22,0,0,4,0
Tony Ferguson,0,0,199,121,0,0,0,0
Diego Sanchez,2,0,46,30,0,1,0,0
Ricardo Lamas,2,1,11,13,1,2,1,2
Martin Bravo,0,0,56,29,0,0,0,1
Beneil Dariush,0,1,60,41,0,0,0,1
Alexa Grasso,0,0,65,40,0,0,1,0
Erik Perez,7,3,36,34,0,2,3,0
Joe Soto,0,0,2,3,1,0,1,0
Max Griffin,0,0,15,3,0,0,0,0
Douglas Silva de Andrade,0,0,72,67,0,0,1,0
Sam Alvey,0,0,63,82,0,0,0,0
Polo Reyes,0,4,50,29,0,0,0,1
Enrique Barzola,1,0,72,29,0,0,7,0
Gegard Mousasi,1,0,20,12,0,0,1,0
Stevie Ray,0,0,49,38,0,0,1,0
Alexander Volkov,0,1,45,43,0,0,1,1
Artem Lobov,2,1,82,48,0,0,1,0
Jack Marshman,0,0,42,36,0,0,0,3
Kyoji Horiguchi,1,0,55,36,0,0,4,2
Kevin Lee,11,0,20,20,2,1,7,0
Amanda Cooper,5,2,69,63,1,0,2,0
Justin Ledet,1,0,3,5,1,0,1,0
Zak Cummings,1,0,24,18,1,0,0,1
Marion Reneau,1,1,48,17,1,0,1,2
Brett Johns,3,0,49,53,0,0,11,0
Abdul Razak Alhassan,0,0,12,2,0,0,0,0
Ryan Bader,9,0,86,3,1,0,5,0
Thomas Almeida,0,1,41,18,0,0,0,1
Claudia Gadelha,2,0,34,22,1,0,6,0
Krzysztof Jotko,5,2,42,4,0,1,1,1
Kamaru Usman,2,0,71,25,1,1,1,0
Sergio Moraes,1,0,35,44,0,0,1,0
Cezar Ferreira,2,0,10,14,1,0,1,0
Gadzhimurad Antigulov,1,0,0,2,1,0,1,0
Johnny Eduardo,0,0,26,11,0,0,0,0
Luis Henrique,4,0,31,3,2,0,6,0
Pedro Munhoz,0,0,28,44,1,0,0,1
Francimar Barroso,0,0,0,7,0,0,0,1
Robert Whittaker,0,0,33,19,0,0,0,0
Andrew Holbrook,1,0,30,22,3,0,2,3
Omari Akhmedov,2,0,23,16,0,0,3,0
Alexander Volkanovski,0,1,50,4,0,0,3,1
Tyson Pedro,3,0,4,3,1,0,2,0
Danielle Taylor,0,1,45,31,0,0,0,0
Daniel Kelly,4,0,39,56,0,0,4,0
Damien Brown,0,1,34,39,1,0,0,0
Jonathan Meunier,2,0,74,18,0,1,1,2
Ben Nguyen,0,0,105,22,0,0,0,1
Jason Knight,1,0,59,47,4,0,4,0
Demetrious Johnson,11,3,28,24,3,2,5,4
Joseph Benavidez,0,0,69,68,0,0,0,1
Marlon Vera,2,3,36,46,2,0,1,0
Jenel Lausa,0,0,56,29,1,0,1,1
Jorge Masvidal,0,0,44,11,0,0,0,0
Jared Cannonier,1,2,59,45,0,0,0,6
Sara McMann,2,0,14,21,1,1,2,0
Brandon Moreno,1,0,54,23,0,0,5,0
Ryan Hall,0,0,46,12,0,0,0,0
Rob Font,1,0,26,14,1,0,1,0
Dong Hyun Ma,8,1,21,25,0,1,4,0
Jamie Moyle,2,0,73,47,0,1,3,0
Anthony Smith,0,0,48,29,1,0,0,0
Devin Clark,1,0,47,36,0,2,1,0
Michelle Waterson,1,0,12,5,2,0,1,0
Mickey Gall,4,1,9,13,3,0,2,0
Urijah Faber,4,0,70,18,1,0,5,1
Alan Jouban,0,0,69,37,0,0,2,0
Paul Craig,3,0,31,16,3,0,1,1
Mizuto Hirota,6,0,57,21,0,0,6,0
Amanda Nunes,0,0,27,7,0,0,0,0
Cody Garbrandt,0,0,68,88,0,0,1,0
Colby Covington,3,0,76,41,0,0,12,0
Alex Morono,0,0,111,46,0,0,0,0
Josh Emmett,2,1,87,65,1,0,8,3
Leslie Smith,0,0,169,108,0,0,0,1
TJ Dillashaw,8,0,71,38,1,0,5,1
Dong Hyun Kim,0,0,36,52,0,0,3,2
Ray Borg,12,0,21,10,1,1,4,0
Neil Magny,0,3,50,18,2,0,1,6
Antonio Carlos Junior,1,1,28,29,0,1,4,1
Eddie Wineland,0,0,9,13,0,0,0,0
Hector Sandoval,0,0,33,22,2,0,2,0
Sultan Aliev,3,1,15,22,0,1,2,0
Alex Garcia,2,0,14,5,0,0,1,0
Niko Price,2,0,6,8,2,2,1,0
Alex Oliveira,1,2,6,17,0,0,1,1
Max Holloway,1,0,94,53,0,0,2,0
Donald Cerrone,0,0,63,70,0,1,0,0
Cub Swanson,1,0,111,77,0,0,2,1
Kelvin Gastelum,0,1,62,45,0,0,0,3
Emil Meek,3,1,50,34,1,0,1,3
Misha Cirkunov,0,0,8,16,1,0,2,1
Olivier Aubin-Mercier,1,0,27,24,1,0,0,0
Viviane Pereira,1,3,25,47,0,0,1,1
Matthew Lopez,4,1,30,31,1,0,5,1
Lando Vannata,0,0,10,11,0,0,0,0
Rustam Khabilov,0,0,42,19,0,0,4,0
Dustin Ortiz,4,1,34,21,0,1,4,4
Yair Rodriguez,0,0,55,4,0,0,0,0
Joe Lauzon,0,4,20,23,1,0,1,5
Ben Saunders,0,2,49,54,0,0,0,1
Valentina Shevchenko,2,0,13,27,1,0,2,1
Jorge Masvidal,0,0,58,30,0,0,0,0
Francis Ngannou,0,0,8,3,0,0,0,0
Jason Knight,2,0,31,27,4,0,2,0
Sergio Pettis,0,0,48,33,0,0,2,1
Drakkar Klose,0,0,68,22,0,0,2,0
Augusto Mendes,1,0,42,40,0,0,4,0
Aleksei Oleinik,0,3,7,7,1,0,0,1
Anthony Rocco Martin,4,0,20,11,0,0,2,0
Sam Alvey,0,1,36,28,0,0,0,1
Raphael Assuncao,0,0,39,52,0,0,0,0
Jingliang Li,1,1,37,39,0,2,0,1
Jordan Johnson,5,0,39,22,2,0,4,0
Eric Spicely,0,0,1,1,1,0,1,0
Nina Ansaroff,5,0,48,21,2,0,1,0
Walt Harris,0,0,32,20,0,0,0,0
Joachim Christensen,0,0,41,22,0,0,0,0
Cyril Asker,2,0,19,5,0,0,1,0
Marcos Rogerio de Lima,0,0,12,5,0,0,0,0
Alexandre Pantoja,2,0,37,32,2,0,1,4
Jason Gonzalez,0,3,4,1,1,0,0,1
Jimi Manuwa,0,0,6,6,0,0,0,0
Gunnar Nelson,5,0,8,17,1,0,1,0
Marlon Vera,0,2,67,51,0,0,0,2
Arnold Allen,6,3,32,17,1,3,3,4
Joe Duffy,2,0,51,28,0,0,0,2
Francimar Barroso,0,0,28,31,0,0,7,1
Tim Johnson,1,0,52,54,0,0,1,0
Leon Edwards,1,3,53,24,0,0,3,2
Marc Diakiese,0,0,6,1,0,0,0,0
Bradley Scott,0,1,72,86,0,0,0,1
Lina Lansberg,0,0,80,99,0,0,1,0
Vitor Belfort,0,1,10,26,0,0,0,0
Mauricio Rua,0,0,94,55,0,0,2,0
Edson Barboza,0,0,30,51,0,0,0,0
Ray Borg,1,1,36,30,0,0,0,0
Bethe Correia,1,4,43,75,0,0,2,0
Alex Oliveira,1,1,12,9,1,0,6,0
Kevin Lee,3,0,15,25,1,1,1,0
Sergio Moraes,0,0,39,35,0,0,0,0
Joe Soto,6,1,54,59,2,0,1,1
Michel Prazeres,2,0,24,1,1,0,2,0
Jeremy Kennedy,1,1,46,18,0,0,8,0
Paulo Costa,0,0,22,6,0,0,0,0
Daniel Cormier,1,0,36,22,1,0,1,1
Gegard Mousasi,0,2,49,13,0,1,0,4
Cynthia Calvillo,4,2,50,37,3,1,1,2
Thiago Alves,3,0,79,44,0,0,1,0
Charles Oliveira,1,0,3,4,1,0,2,0
Myles Jury,2,0,36,0,0,0,1,0
Kamaru Usman,2,0,90,27,0,0,2,0
Shane Burgos,0,0,77,86,0,0,0,1
Patrick Cummins,1,0,73,53,0,0,3,1
Gregor Gillespie,1,0,8,4,0,0,0,0
Desmond Green,0,0,57,41,0,0,1,0
Katlyn Chookagian,0,0,105,84,0,0,0,0
Magomed Bibulatov,9,0,51,10,0,0,2,0
Cub Swanson,4,0,209,123,0,0,2,2
Al Iaquinta,0,0,12,4,0,0,0,0
Ovince Saint Preux,1,0,21,17,1,0,1,0
John Dodson,0,0,48,21,0,0,0,0
Stevie Ray,0,5,109,46,1,1,0,5
Mike Perry,0,0,26,17,0,0,0,1
Thales Leites,0,0,38,27,0,0,1,0
Brandon Moreno,2,0,24,16,2,0,0,4
Scott Holtzman,1,1,104,83,0,2,2,3
Danielle Taylor,0,1,72,69,0,0,0,1
Alexis Davis,2,0,51,47,2,0,0,5
Bryan Barberena,0,0,28,8,0,0,0,0
Hector Sandoval,0,2,32,16,0,1,3,1
Demetrious Johnson,3,0,108,16,1,0,1,0
Rose Namajunas,3,0,47,22,1,0,1,1
Robert Whittaker,0,1,55,9,0,0,0,1
Renato Moicano,1,0,70,56,0,0,2,0
Alexander Volkov,0,2,122,32,0,0,0,1
Tom Duquesnoy,0,0,36,37,0,0,0,2
Rashid Magomedov,0,0,75,75,0,0,0,0
Tim Elliott,14,5,57,41,1,2,12,1
Aljamain Sterling,0,0,83,30,0,0,2,0
Devin Clark,6,0,68,36,0,1,4,0
Anthony Smith,1,3,49,63,0,0,0,4
Zak Cummings,0,0,25,23,2,0,0,1
Ketlen Vieira,1,0,71,68,0,0,1,0
Stipe Miocic,0,0,26,12,0,0,0,0
Joanna Jedrzejczyk,0,1,225,83,0,0,0,2
Demian Maia,3,0,23,39,0,0,4,0
Frankie Edgar,1,0,72,16,0,1,1,0
David Branch,0,0,39,28,0,0,2,1
Eddie Alvarez,0,0,44,73,0,2,1,0
Jason Knight,1,0,59,29,3,0,2,1
Chase Sherman,1,0,103,36,0,0,0,0
James Vick,0,0,20,16,0,0,0,0
Cortney Casey,0,1,103,57,0,0,0,4
Enrique Barzola,3,0,46,51,1,0,9,0
Gadzhimurad Antigulov,1,0,2,1,1,0,1,0
Max Holloway,3,0,104,55,0,0,0,0
Claudia Gadelha,2,0,8,9,1,0,1,0
Vitor Belfort,0,0,37,57,0,0,0,1
Paulo Costa,0,1,43,33,0,0,0,2
Yancy Medeiros,0,0,33,29,0,0,0,0
Raphael Assuncao,0,0,43,44,0,0,0,0
Antonio Carlos Junior,5,0,12,17,2,0,1,1
Matthew Lopez,0,0,43,16,0,1,1,0
Brian Kelleher,0,0,4,12,1,0,0,1
Viviane Pereira,0,0,80,80,0,0,0,0
Luan Chagas,1,0,95,32,1,0,0,0
Deiveson Figueiredo,4,0,17,16,4,0,2,0
Holly Holm,0,0,25,15,0,0,0,0
Marcin Tybura,6,0,51,28,0,0,2,0
Colby Covington,1,0,47,19,0,0,8,2
Rafael Dos Anjos,0,1,81,60,1,0,1,1
Jon Tuck,1,0,7,0,1,0,0,0
Walt Harris,0,0,21,2,0,0,0,0
Alex Caceres,1,1,51,20,1,0,0,1
Ulka Sasaki,2,1,21,37,1,0,2,1
Jingliang Li,0,1,94,35,0,0,2,1
Russell Doane,0,0,17,10,0,0,0,1
Naoki Inoue,5,1,62,30,5,0,0,2
Lucie Pudilova,1,0,53,60,2,0,0,0
Mark Hunt,0,0,59,51,0,0,0,0
Derek Brunson,0,0,8,1,0,0,0,0
Dan Hooker,0,0,69,38,0,0,0,0
Ion Cutelaba,0,0,15,1,0,0,0,0
Ben Nguyen,1,0,3,1,1,0,1,0
Alexander Volkanovski,1,0,87,46,0,0,4,0
Vinc Pichel,0,0,19,21,0,0,0,0
Luke Jumeau,0,1,40,44,0,0,0,1
John Moraga,10,0,56,12,4,0,2,1
Zak Ottow,1,2,37,25,0,0,2,2
JJ Aldrich,0,0,98,92,0,0,0,0
Kevin Lee,1,0,22,4,1,0,1,0
Tim Boetsch,0,0,41,10,0,0,0,0
Felice Herrig,15,2,47,40,1,0,2,0
Dominick Reyes,0,0,13,1,0,0,0,0
Tim Means,0,0,64,32,0,0,0,0
Dennis Siver,0,1,103,57,0,0,0,0
Clay Guida,4,0,38,13,0,0,2,0
Marvin Vettori,3,0,69,51,0,0,3,0
Carla Esparza,0,0,40,38,0,1,6,0
Darrell Horcher,3,1,37,43,2,2,0,0
Jared Gordon,5,0,67,16,0,0,4,0
Anthony Rocco Martin,0,0,82,92,1,0,1,0
Jeremy Kimball,0,0,17,4,0,0,0,0
Alexander Gustafsson,2,0,97,42,0,0,1,1
Volkan Oezdemir,0,0,5,9,0,0,0,0
Peter Sobotta,0,0,46,19,0,0,0,0
Omari Akhmedov,3,0,52,43,0,0,6,0
Nordine Taleb,3,0,57,34,0,0,2,1
Jack Hermansson,2,0,23,1,0,1,1,0
Pedro Munhoz,1,0,65,44,1,0,3,2
Trevor Smith,5,0,39,10,0,1,4,0
Joaquim Silva,3,2,40,26,1,0,0,5
Bojan Velickovic,0,1,53,49,0,0,1,1
Darren Till,0,0,31,28,0,1,2,0
Damir Hadzovic,0,11,14,31,0,1,0,4
Justin Gaethje,0,0,104,91,0,0,0,1
Jesse Taylor,5,0,21,4,2,0,2,0
Drakkar Klose,1,1,39,34,0,0,3,2
Jared Cannonier,1,0,84,28,0,0,1,0
Brad Tavares,2,0,31,34,0,0,1,3
Jordan Johnson,0,0,42,53,0,0,2,0
Angela Hill,0,1,47,26,0,0,1,3
James Krause,0,1,106,53,0,0,0,1
CB Dollaway,5,3,54,24,1,3,6,1
Tecia Torres,1,0,15,6,1,0,0,1
Robert Whittaker,1,0,74,48,0,0,0,4
Alistair Overeem,0,1,21,49,0,0,0,1
Gray Maynard,6,0,16,8,2,0,11,0
Curtis Blaydes,0,0,72,51,0,0,0,0
Anthony Pettis,5,1,80,48,0,0,1,1
Rob Font,2,0,70,28,3,0,2,2
Aleksei Oleinik,3,1,53,35,2,0,3,1
Chad Laprise,0,0,76,47,0,0,1,0
Thiago Santos,2,1,60,15,0,0,0,3
Belal Muhammad,3,0,45,36,0,1,4,1
Cody Stamann,6,0,94,60,0,0,8,0
Trevin Giles,6,0,41,5,0,0,5,0
Daniel Cormier,0,0,58,95,0,0,0,0
Tyron Woodley,0,0,57,28,0,0,0,0
Cris Cyborg,0,0,74,32,0,0,0,1
Robbie Lawler,0,2,77,82,0,0,0,1
Volkan Oezdemir,0,0,12,2,0,0,0,0
Ricardo Lamas,2,0,42,8,0,0,1,0
Aljamain Sterling,1,3,71,19,0,0,1,2
Brian Ortega,0,0,65,109,1,0,0,2
Calvin Kattar,0,0,75,73,0,0,2,0
Alexandra Albu,2,2,82,86,0,0,5,1
Jarred Brooks,1,0,27,31,1,1,5,1
Drew Dober,0,0,15,11,0,0,0,0
Chris Weidman,5,0,36,26,2,0,7,0
Darren Elkins,2,0,70,69,2,0,3,1
Patrick Cummins,0,0,86,72,0,0,1,0
Jimmie Rivera,0,0,70,72,0,0,2,0
Elizeu Zaleski dos Santos,0,0,83,75,0,0,1,1
Eryk Anders,2,0,23,14,0,0,1,0
Alex Oliveira,0,2,8,5,1,0,0,0
Chase Sherman,0,0,111,68,0,0,0,0
Jeremy Kennedy,4,0,41,23,0,0,8,0
Marlon Vera,0,0,5,8,2,0,0,1
Junior Albini,0,0,21,19,0,0,0,0
Shane Burgos,0,0,102,51,0,0,1,0
Chris Wade,7,0,23,22,2,0,3,3
Alexander Volkov,1,0,135,41,0,0,2,0
Siyar Bahadurzada,0,0,43,24,1,0,0,2
Marion Reneau,2,2,57,22,5,1,0,3
Leon Edwards,5,0,23,44,3,1,3,0
Darren Till,0,0,49,34,0,0,1,0
Mairbek Taisumov,0,0,2,0,0,0,0,0
Amanda Nunes,2,0,86,72,0,0,2,0
Rafael Dos Anjos,3,0,13,1,1,0,0,0
Henry Cejudo,0,0,34,5,0,0,2,0
Michel Prazeres,15,0,26,10,1,0,4,0
Rustam Khabilov,0,0,34,47,0,0,3,1
Aleksandar Rakic,0,1,46,24,0,0,0,2
Zabit Magomedsharipov,2,0,45,24,2,0,1,2
Abdul-Kerim Edilov,0,0,77,1,1,0,2,0
Thibault Gouti,0,0,41,22,0,0,0,0
Ilir Latifi,4,0,44,31,0,0,4,0
Jeremy Stephens,1,0,96,29,0,0,0,0
Ketlen Vieira,1,2,17,29,2,0,1,1
Sarah Moras,0,1,3,3,1,0,0,0
Rick Glenn,1,0,142,23,1,1,4,0
Alex White,0,0,57,28,0,0,0,0
Arjan Bhullar,1,0,24,32,0,0,1,0
Kajan Johnson,0,0,26,16,0,1,0,0
Sergio Pettis,0,1,76,45,0,0,0,4
Alexa Grasso,1,5,64,45,0,0,0,4
Niko Price,1,0,10,5,0,0,0,0
Humberto Bandenay,0,0,5,1,0,0,0,0
Sam Alvey,0,0,40,17,0,0,0,2
Alejandro Perez,1,0,44,43,0,0,1,0
Jack Hermansson,2,0,38,0,0,1,1,0
Dustin Ortiz,0,0,8,1,0,0,0,0
Rani Yahya,2,0,3,0,2,0,1,0
Jose Quinonez,2,1,59,27,0,2,1,1
Joseph Morales,1,0,12,2,1,0,0,1
Jordan Rinaldi,1,0,6,2,1,1,0,0
Luke Rockhold,2,0,58,25,0,0,2,1
Mike Perry,0,0,11,6,0,0,0,0
Anthony Smith,0,0,35,65,0,0,0,1
Gregor Gillespie,6,0,20,22,1,0,4,0
Kamaru Usman,0,0,16,13,0,0,0,0
Ovince Saint Preux,3,0,0,0,1,1,0,0
Jessica Andrade,5,0,141,42,0,2,4,0
Dong Hyun Ma,0,0,13,2,0,0,0,0
Gokhan Saki,0,0,40,20,0,0,0,0
Justin Ledet,0,0,36,37,0,0,0,0
Olivier Aubin-Mercier,6,2,20,15,0,1,4,0
Daniel Spitz,0,0,5,0,0,0,1,0
Uriah Hall,0,3,26,44,0,1,0,1
Gilbert Burns,0,0,42,35,0,0,2,1
Teruto Ishihara,2,0,50,48,0,0,2,0
Jussier Formiga,4,0,9,16,2,0,1,0
Keita Nakamura,2,0,27,38,0,0,2,0
Syuri Kondo,0,0,135,95,0,0,0,0
Shinsho Anzai,1,0,51,49,0,0,1,0
Daichi Abe,1,0,63,43,0,0,1,0
Darren Till,0,0,24,14,0,0,0,1
Karolina Kowalkiewicz,1,0,127,65,0,0,1,0
Jan Blachowicz,1,0,33,15,1,0,1,0
Oskar Piechota,3,0,56,17,3,0,1,0
Marcin Held,3,1,19,27,1,0,3,1
Brian Kelleher,3,0,79,43,1,0,1,1
Ramazan Emeev,0,0,38,29,0,0,1,0
Andre Fili,3,0,55,55,0,0,5,0
Warlley Alves,0,0,38,35,0,0,2,0
Aspen Ladd,2,0,26,41,0,0,1,0
Josh Emmett,1,0,67,43,0,0,1,0
Tony Ferguson,0,2,54,55,2,0,0,3
Demetrious Johnson,19,1,64,13,2,0,8,3
Fabricio Werdum,2,0,0,0,1,0,1,0
Mara Romero Borella,3,0,3,0,1,0,1,0
Beneil Dariush,2,0,81,36,0,0,0,1
Cody Stamann,2,1,66,33,0,0,4,1
Lando Vannata,1,0,104,93,1,0,4,1
Poliana Botelho,0,0,67,27,0,0,1,0
Matt Schnell,0,0,38,34,1,0,0,1
John Moraga,0,0,8,5,0,0,0,0
Brad Tavares,0,0,70,46,0,0,0,0
Dustin Poirier,3,2,53,34,0,4,5,1
Matt Brown,0,0,18,12,0,0,0,0
Andrei Arlovski,0,0,92,48,0,0,0,0
Cezar Ferreira,1,0,47,36,0,0,2,0
Raphael Assuncao,0,0,46,34,0,0,0,1
Derek Brunson,0,0,10,3,0,0,0,0
Colby Covington,0,0,88,53,0,0,0,0
Clay Guida,0,0,24,1,0,0,0,0
Marlon Moraes,0,0,45,43,1,0,1,2
Tatiana Suarez,13,0,71,13,0,1,4,0
Sage Northcutt,1,0,79,55,0,0,3,0
Pedro Munhoz,1,0,20,30,1,0,0,0
Francisco Trinaldo,2,0,63,34,0,0,1,1
Thiago Santos,0,0,28,5,0,0,0,0
Georges St-Pierre,2,0,59,27,1,0,3,0
TJ Dillashaw,0,0,20,18,0,0,0,0
Nina Ansaroff,0,0,143,107,0,0,0,0
Sean Strickland,3,0,78,62,1,0,3,0
Jake Collier,0,3,94,59,0,1,0,1
John Lineker,0,0,77,49,0,0,0,0
Vicente Luque,0,0,61,25,1,0,0,0
Antonio Carlos Junior,3,0,11,1,1,0,1,0
Rose Namajunas,0,0,15,5,0,0,0,0
Stephen Thompson,0,0,70,42,0,0,0,0
Paulo Costa,0,0,49,27,0,0,0,0
Karl Roberson,1,0,17,6,2,0,1,0
Jared Gordon,4,0,101,32,0,1,2,0
Elizeu Zaleski dos Santos,1,0,84,51,0,0,0,0
Deiveson Figueiredo,0,0,19,30,5,0,1,7
James Vick,0,0,42,25,0,0,0,2
Mark Godbeer,0,3,3,21,0,0,0,1
Ovince Saint Preux,0,0,23,30,0,0,0,4
Randy Brown,2,4,41,7,0,2,1,0
Curtis Blaydes,1,0,39,34,0,0,4,0
Marcelo Golm,2,0,35,2,1,0,1,0
Ricardo Ramos,1,0,42,46,0,0,3,0
Max Holloway,1,0,174,87,0,0,0,0
Francis Ngannou,0,0,6,1,0,0,0,0
Henry Cejudo,3,0,36,25,0,0,3,0
Eddie Alvarez,0,0,155,122,0,0,1,0
Tecia Torres,1,4,95,56,0,0,1,2
Paul Felder,2,2,31,6,0,2,0,2
Yancy Medeiros,2,1,75,93,0,0,1,2
David Teymur,0,1,52,39,0,0,1,2
Felice Herrig,1,0,76,91,0,0,1,0
Amanda Cooper,9,0,40,12,1,0,1,0
Abdul Razak Alhassan,0,0,27,39,0,0,1,0
Dominick Reyes,2,0,16,4,1,0,1,1
Justin Willis,0,0,22,15,0,0,0,0
Brian Ortega,0,0,24,60,2,0,0,0
Gabriel Benitez,1,0,85,36,0,0,0,1
Marlon Moraes,0,0,7,3,0,0,0,0
Scott Holtzman,5,0,49,36,0,0,7,1
Eryk Anders,3,1,79,30,0,1,2,2
Benito Lopez,1,0,78,78,1,0,0,0
Alexis Davis,2,2,23,49,2,0,1,4
Andre Soukhamthath,0,0,20,23,0,0,0,0
Alex Perez,1,0,24,8,3,0,2,0
Frankie Saenz,0,0,58,47,0,0,0,11
Alejandro Perez,0,0,35,38,0,0,0,0
Davi Ramos,5,0,55,46,1,0,5,0
Trevin Giles,0,2,70,18,0,0,0,2
Jeremy Stephens,0,0,49,44,0,0,0,0
