event_date,fighter1,fighter2,pass_stat_f1,pass_stat_f2,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,winner
June 08 2019,Petr Yan,Jimmie Rivera,1,0,56,73,0,0,1,0,Petr Yan
June 08 2019,Blagoy Ivanov,Tai Tuivasa,0,0,73,64,0,0,2,0,Blagoy Ivanov
June 08 2019,Tatiana Suarez,Nina Ansaroff,2,0,75,48,0,0,4,0,Tatiana Suarez
June 08 2019,Aljamain Sterling,Pedro Munhoz,0,0,174,105,0,0,0,0,Aljamain Sterling
June 08 2019,Alexa Grasso,Karolina Kowalkiewicz,0,0,148,90,1,0,0,0,Alexa Grasso
June 08 2019,Calvin Kattar,Ricardo Lamas,0,0,22,12,0,0,0,0,Calvin Kattar
June 08 2019,Xiaonan Yan,Angela Hill,1,0,94,71,0,1,1,1,Xiaonan Yan
June 29 2019,Maurice Greene,Junior Albini,2,0,37,19,0,0,0,0,Maurice Greene
July 06 2019,Michael Chiesa,Diego Sanchez,8,1,47,7,0,0,5,1,Michael Chiesa
July 06 2019,Arnold Allen,Gilbert Melendez,0,0,102,23,0,0,1,0,Arnold Allen
July 06 2019,Marlon Vera,Nohelin Hernandez,2,1,10,22,1,0,1,1,Marlon Vera
July 06 2019,Claudia Gadelha,Randa Markos,0,0,40,25,0,0,0,0,Claudia Gadelha
July 06 2019,Song Yadong,Alejandro Perez,0,0,8,1,0,0,0,0,Song Yadong
July 06 2019,Edmen Shahbazyan,Jack Marshman,2,0,13,0,1,0,1,0,Edmen Shahbazyan
July 06 2019,Chance Rencountre,Ismail Naurdiev,4,1,4,21,0,0,2,2,Chance Rencountre
July 06 2019,Julia Avila,Pannie Kianzad,2,0,49,33,0,0,0,1,Julia Avila
June 08 2019,Darren Stewart,Bevon Lewis,0,0,30,31,0,0,0,0,Darren Stewart
June 08 2019,Eddie Wineland,Grigorii Popov,0,0,74,55,0,0,0,0,Eddie Wineland
June 08 2019,Katlyn Chookagian,Joanne Calderwood,0,0,82,112,0,0,0,3,Katlyn Chookagian
July 13 2019,Germaine de Randamie,Aspen Ladd,0,0,4,0,0,0,0,0,Germaine de Randamie
July 13 2019,Urijah Faber,Ricky Simon,0,0,11,4,0,0,0,0,Urijah Faber
July 13 2019,Josh Emmett,Mirsad Bektic,1,0,27,10,0,0,0,0,Josh Emmett
July 13 2019,Karl Roberson,Wellington Turman,1,7,50,25,0,2,0,4,Karl Roberson
July 13 2019,Marvin Vettori,Cezar Ferreira,2,0,78,39,0,0,2,0,Marvin Vettori
July 13 2019,Mike Rodriguez,John Allan,0,3,70,55,0,3,0,4,Mike Rodriguez
July 13 2019,Andre Fili,Sheymon Moraes,0,0,19,11,0,0,0,0,Andre Fili
July 13 2019,Julianna Pena,Nicco Montano,2,5,45,38,0,0,2,3,Julianna Pena
July 13 2019,Ryan Hall,Darren Elkins,0,0,36,29,1,0,0,0,Ryan Hall
July 13 2019,Jonathan Martinez,Liu Pingyuan,0,0,32,27,0,0,0,0,Jonathan Martinez
July 13 2019,Brianna Van Buren,Livinha Souza,0,0,72,23,0,0,3,2,Brianna Van Buren
July 13 2019,Benito Lopez,Vince Morales,0,0,54,64,0,0,0,0,Benito Lopez
August 10 2019,Valentina Shevchenko,Liz Carmouche,3,0,42,18,0,0,1,0,Valentina Shevchenko
August 10 2019,Vicente Luque,Mike Perry,0,0,84,87,1,0,0,0,Vicente Luque
August 10 2019,Eduardo Garagorri,Humberto Bandenay,1,2,65,32,0,0,1,4,Eduardo Garagorri
August 10 2019,Volkan Oezdemir,Ilir Latifi,0,0,64,18,0,0,0,1,Volkan Oezdemir
August 10 2019,Rodolfo Vieira,Oskar Piechota,4,0,18,22,1,0,3,0,Rodolfo Vieira
August 10 2019,Enrique Barzola,Bobby Moffett,0,0,83,90,0,0,3,0,Enrique Barzola
August 10 2019,Gilbert Burns,Aleksei Kunchenko,2,0,42,47,0,0,3,0,Gilbert Burns
August 10 2019,Ciryl Gane,Raphael Pessoa,1,0,15,7,1,0,0,0,Ciryl Gane
August 10 2019,Marina Rodriguez,Tecia Torres,0,0,84,41,1,0,1,0,Marina Rodriguez
August 10 2019,Rogerio Bontorin,Raulian Paiva,1,0,8,3,0,0,2,0,Rogerio Bontorin
August 10 2019,Chris Gutierrez,Geraldo de Freitas,0,4,48,40,0,0,1,2,Chris Gutierrez
August 10 2019,Alex Da Silva,Kazula Vargas,4,0,17,20,0,0,3,0,Alex Da Silva
August 10 2019,Veronica Macedo,Polyana Viana,0,1,1,1,1,0,0,1,Veronica Macedo
August 17 2019,Stipe Miocic,Daniel Cormier,0,2,123,181,0,0,1,1,Stipe Miocic
August 17 2019,Nate Diaz,Anthony Pettis,4,0,114,69,0,1,1,0,Nate Diaz
August 17 2019,Paulo Costa,Yoel Romero,0,0,118,125,0,0,0,1,Paulo Costa
August 17 2019,Sodiq Yusuff,Gabriel Benitez,0,0,34,24,0,0,0,0,Sodiq Yusuff
August 17 2019,Derek Brunson,Ian Heinisch,1,0,81,58,0,0,2,0,Derek Brunson
August 17 2019,Khama Worthy,Devonte Smith,0,0,21,15,0,0,0,0,Khama Worthy
August 17 2019,Cory Sandhagen,Raphael Assuncao,0,0,62,45,0,0,0,4,Cory Sandhagen
August 17 2019,Drakkar Klose,Christos Giagos,2,2,99,87,0,1,2,2,Drakkar Klose
August 17 2019,Casey Kenney,Manny Bermudez,7,6,43,37,1,0,2,3,Casey Kenney
August 17 2019,Hannah Cifers,Jodie Esquibel,0,0,70,43,1,0,1,3,Hannah Cifers
August 17 2019,Kyung Ho Kang,Brandon Davis,3,0,50,77,0,0,3,1,Kyung Ho Kang
August 17 2019,Sabina Mazo,Shana Dobson,3,0,108,33,0,0,4,0,Sabina Mazo
September 14 2019,Justin Gaethje,Donald Cerrone,0,0,40,17,0,0,0,0,Justin Gaethje
September 14 2019,Glover Teixeira,Nikita Krylov,4,5,43,47,2,1,1,2,Glover Teixeira
September 14 2019,Todd Duffee,Jeff Hughes,0,0,30,16,0,0,1,0,Todd Duffee
September 14 2019,Tristan Connelly,Michel Pereira,3,0,64,32,1,0,0,2,Tristan Connelly
September 14 2019,Uriah Hall,Antonio Carlos Junior,1,2,34,22,0,0,0,3,Uriah Hall
September 14 2019,Misha Cirkunov,Jimmy Crute,4,0,6,21,1,0,1,0,Misha Cirkunov
September 14 2019,Augusto Sakai,Marcin Tybura,0,0,15,6,0,0,0,0,Augusto Sakai
September 14 2019,Miles Johns,Cole Smith,2,2,31,11,0,0,1,1,Miles Johns
September 14 2019,Hunter Azure,Brad Katona,1,1,41,21,0,0,0,3,Hunter Azure
September 21 2019,Yair Rodriguez,Jeremy Stephens,0,0,2,0,0,0,0,0,Yair Rodriguez
September 21 2019,Carla Esparza,Alexa Grasso,1,0,44,45,0,1,4,0,Carla Esparza
September 14 2019,Chas Skelly,Jordan Griffin,3,3,21,37,3,2,1,1,Chas Skelly
September 14 2019,Louis Smolka,Ryan MacDonald,0,0,59,30,0,0,0,0,Louis Smolka
September 14 2019,Austin Hubbard,Kyle Prepolec,4,0,51,44,0,0,3,0,Austin Hubbard
September 21 2019,Brandon Moreno,Askar Askarov,1,4,34,30,0,0,1,4,Brandon Moreno
September 21 2019,Irene Aldana,Vanessa Melo,0,0,125,68,0,0,0,0,Irene Aldana
September 21 2019,Steven Peterson,Martin Bravo,0,0,49,86,0,0,0,2,Steven Peterson
September 21 2019,Jose Quinonez,Carlos Huachin,2,0,60,32,0,0,2,0,Jose Quinonez
September 21 2019,Kyle Nelson,Polo Reyes,0,0,12,6,0,0,0,0,Kyle Nelson
September 21 2019,Angela Hill,Ariane Carnelossi,0,0,92,72,0,0,0,0,Angela Hill
September 21 2019,Sergio Pettis,Tyson Nam,0,0,96,40,0,0,0,0,Sergio Pettis
September 21 2019,Paul Craig,Vinicius Moreira,1,0,18,1,1,0,1,0,Paul Craig
September 21 2019,Bethe Correia,Sijara Eubanks,0,1,59,77,0,0,0,1,Bethe Correia
September 21 2019,Claudio Puelles,Marcos Mariano,7,0,22,2,2,0,4,0,Claudio Puelles
October 05 2019,Israel Adesanya,Robert Whittaker,0,0,40,32,0,0,0,0,Israel Adesanya
October 05 2019,Dan Hooker,Al Iaquinta,2,0,98,37,0,0,0,0,Dan Hooker
October 05 2019,Serghei Spivac,Tai Tuivasa,6,0,23,21,1,0,6,0,Serghei Spivac
October 05 2019,Dhiego Lima,Luke Jumeau,0,0,32,24,0,0,2,0,Dhiego Lima
October 05 2019,Yorgan De Castro,Justin Tafa,0,0,4,6,0,0,0,0,Yorgan De Castro
October 05 2019,Jake Matthews,Rostem Akman,0,0,59,15,0,0,0,0,Jake Matthews
October 05 2019,Callan Potter,Maki Pitolo,4,1,48,60,0,1,3,0,Callan Potter
October 05 2019,Brad Riddell,Jamie Mullarkey,5,2,91,36,0,1,1,3,Brad Riddell
October 05 2019,Megan Anderson,Zarah Fairn,2,0,10,2,1,0,1,0,Megan Anderson
October 05 2019,Ji Yeon Kim,Nadia Kassem,0,0,80,45,0,0,0,1,Ji Yeon Kim
October 05 2019,Khalid Taha,Bruno Silva,1,1,38,20,1,0,0,2,Khalid Taha
September 28 2019,Jared Cannonier,Jack Hermansson,1,1,28,20,0,0,0,1,Jared Cannonier
September 28 2019,Mark Madsen,Danilo Belluardo,1,0,22,0,0,0,1,0,Mark Madsen
September 28 2019,Gilbert Burns,Gunnar Nelson,1,0,30,20,1,0,1,0,Gilbert Burns
October 12 2019,Joanna Jedrzejczyk,Michelle Waterson,0,1,180,58,1,1,3,1,Joanna Jedrzejczyk
October 12 2019,Cub Swanson,Kron Gracie,0,0,135,86,0,0,0,0,Cub Swanson
September 28 2019,Ion Cutelaba,Khalil Rountree Jr.,1,0,15,5,0,0,4,0,Ion Cutelaba
September 28 2019,Ovince Saint Preux,Michal Oleksiejczuk,2,0,14,37,1,0,1,0,Ovince Saint Preux
September 28 2019,Nicolas Dalby,Alex Oliveira,4,1,31,18,0,0,1,3,Nicolas Dalby
October 12 2019,Niko Price,James Vick,1,0,11,9,0,0,0,0,Niko Price
October 12 2019,Amanda Ribas,Mackenzie Dern,0,0,74,20,0,0,2,0,Amanda Ribas
October 12 2019,Matt Frevola,Luis Pena,1,1,48,51,0,2,4,1,Matt Frevola
October 26 2019,Demian Maia,Ben Askren,4,1,69,63,1,0,0,4,Demian Maia
October 26 2019,Stevie Ray,Michael Johnson,1,0,85,78,0,0,1,0,Stevie Ray
September 28 2019,John Phillips,Alen Amedovski,0,0,5,2,0,0,0,0,John Phillips
September 28 2019,Makhmud Muradov,Alessio Di Chirico,0,0,54,36,0,0,0,0,Makhmud Muradov
September 28 2019,Ismail Naurdiev,Siyar Bahadurzada,3,0,69,12,0,0,3,0,Ismail Naurdiev
September 28 2019,Giga Chikadze,Brandon Davis,1,4,59,34,0,0,1,3,Giga Chikadze
October 18 2019,Dominick Reyes,Chris Weidman,0,0,8,3,0,0,0,1,Dominick Reyes
October 18 2019,Yair Rodriguez,Jeremy Stephens,0,1,96,50,0,0,0,3,Yair Rodriguez
October 12 2019,Eryk Anders,Gerald Meerschaert,0,0,64,72,0,0,0,0,Eryk Anders
October 12 2019,Ryan Spann,Devin Clark,0,0,17,17,1,0,0,2,Ryan Spann
October 12 2019,Mike Davis,Thomas Gifford,1,0,139,88,0,0,2,0,Mike Davis
October 26 2019,Beneil Dariush,Frank Camacho,1,0,13,3,1,0,2,0,Beneil Dariush
October 26 2019,Ciryl Gane,Don'Tale Mayes,1,0,94,32,1,0,3,0,Ciryl Gane
October 26 2019,Muslim Salikhov,Laureano Staropoli,0,0,63,42,0,0,3,0,Muslim Salikhov
October 26 2019,Randa Markos,Ashley Yoder,1,3,78,44,0,0,0,2,Randa Markos
September 28 2019,Lina Lansberg,Macy Chiasson,3,0,21,26,0,0,2,0,Lina Lansberg
September 28 2019,Marc Diakiese,Lando Vannata,1,0,40,25,0,0,4,0,Marc Diakiese
September 28 2019,Jack Shore,Nohelin Hernandez,11,0,46,6,1,0,4,0,Jack Shore
October 18 2019,Greg Hardy,Ben Sosoli,0,0,54,26,0,0,0,0,Greg Hardy
October 18 2019,Joe Lauzon,Jonathan Pearce,2,0,25,8,0,0,1,0,Joe Lauzon
October 18 2019,Maycee Barber,Gillian Robertson,0,0,34,12,0,0,0,0,Maycee Barber
October 18 2019,Darren Stewart,Deron Winn,0,1,57,29,0,0,1,6,Darren Stewart
October 12 2019,Alex Morono,Max Griffin,0,1,81,75,0,0,0,4,Alex Morono
October 12 2019,Deiveson Figueiredo,Tim Elliott,0,0,8,26,1,0,0,1,Deiveson Figueiredo
October 12 2019,Marlon Vera,Andre Ewell,0,0,80,50,2,0,0,0,Marlon Vera
October 12 2019,Miguel Baeza,Hector Aldana,0,0,35,8,0,0,1,0,Miguel Baeza
October 26 2019,Rafael Fiziev,Alex White,0,0,66,55,0,0,1,0,Rafael Fiziev
October 26 2019,Movsar Evloev,Enrique Barzola,0,1,71,78,0,0,4,1,Movsar Evloev
October 26 2019,Sergei Pavlovich,Maurice Greene,0,0,20,8,0,0,0,0,Sergei Pavlovich
October 26 2019,Loma Lookboonmee,Alexandra Albu,0,0,99,65,0,0,1,1,Loma Lookboonmee
October 18 2019,Charles Rosa,Manny Bermudez,0,1,6,27,1,0,0,1,Charles Rosa
October 18 2019,Molly McCann,Diana Belbita,5,0,113,98,1,0,5,1,Molly McCann
October 18 2019,Sean Woodson,Kyle Bochniak,0,0,111,42,0,0,0,1,Sean Woodson
October 18 2019,Randy Costa,Boston Salmon,0,0,22,12,0,0,0,0,Randy Costa
October 18 2019,Sean Brady,Court McGee,0,0,119,107,0,0,2,0,Sean Brady
October 18 2019,Brendan Allen,Kevin Holland,5,2,10,22,4,1,2,1,Brendan Allen
October 12 2019,Marvin Vettori,Andrew Sanchez,0,0,85,39,0,0,0,0,Marvin Vettori
October 12 2019,JJ Aldrich,Lauren Mueller,1,0,74,54,0,0,1,1,JJ Aldrich
October 26 2019,Raphael Pessoa,Jeff Hughes,0,0,39,34,0,0,0,0,Raphael Pessoa
October 18 2019,Tanner Boser,Daniel Spitz,0,0,93,32,0,0,0,0,Tanner Boser
November 02 2019,Jorge Masvidal,Nate Diaz,0,0,112,43,0,0,1,0,Jorge Masvidal
November 02 2019,Darren Till,Kelvin Gastelum,0,0,36,40,0,0,1,1,Darren Till
November 02 2019,Stephen Thompson,Vicente Luque,0,0,138,77,0,0,0,0,Stephen Thompson
November 02 2019,Derrick Lewis,Blagoy Ivanov,1,3,31,20,0,1,1,3,Derrick Lewis
November 02 2019,Kevin Lee,Gregor Gillespie,0,0,21,9,0,0,0,0,Kevin Lee
November 02 2019,Corey Anderson,Johnny Walker,0,0,22,1,0,0,1,0,Corey Anderson
November 02 2019,Shane Burgos,Makwan Amirkhani,1,0,105,22,0,1,0,3,Shane Burgos
November 02 2019,Edmen Shahbazyan,Brad Tavares,0,0,14,3,0,0,0,0,Edmen Shahbazyan
November 02 2019,Jairzinho Rozenstruik,Andrei Arlovski,0,0,5,4,0,0,0,0,Jairzinho Rozenstruik
November 02 2019,Katlyn Chookagian,Jennifer Maia,0,1,73,58,0,0,0,1,Katlyn Chookagian
November 02 2019,Lyman Good,Chance Rencountre,0,0,68,23,0,0,0,0,Lyman Good
November 02 2019,Hakeem Dawodu,Julio Arce,0,2,55,32,0,0,0,1,Hakeem Dawodu
November 16 2019,Jan Blachowicz,Jacare Souza,0,0,71,20,0,0,0,0,Jan Blachowicz
November 16 2019,Mauricio Rua,Paul Craig,1,1,25,51,0,1,1,1,Mauricio Rua
November 16 2019,Charles Oliveira,Jared Gordon,0,0,10,7,0,0,0,0,Charles Oliveira
November 09 2019,Zabit Magomedsharipov,Calvin Kattar,0,0,96,80,0,0,1,0,Zabit Magomedsharipov
November 16 2019,Andre Muniz,Antonio Arroyo,2,0,22,29,2,0,3,1,Andre Muniz
November 16 2019,Wellington Turman,Markus Perez,1,0,48,49,0,0,2,0,Wellington Turman
November 16 2019,James Krause,Sergio Moraes,1,1,102,41,0,0,0,1,James Krause
November 16 2019,Ricardo Ramos,Eduardo Garagorri,1,0,10,6,1,0,2,0,Ricardo Ramos
November 09 2019,Alexander Volkov,Greg Hardy,0,0,86,46,0,0,0,0,Alexander Volkov
November 09 2019,Danny Roberts,Zelim Imadaev,0,1,37,28,0,0,1,1,Danny Roberts
November 09 2019,Ed Herman,Khadis Ibragimov,0,1,81,53,0,0,0,2,Ed Herman
November 09 2019,Anthony Rocco Martin,Ramazan Emeev,0,0,41,30,2,0,0,0,Anthony Rocco Martin
November 09 2019,Shamil Gamzatov,Klidson Abreu,0,0,64,32,0,0,0,1,Shamil Gamzatov
November 09 2019,Magomed Ankalaev,Dalcha Lungiambula,1,0,44,6,0,0,1,0,Magomed Ankalaev
November 16 2019,Francisco Trinaldo,Bobby Green,0,4,31,50,1,0,1,2,Francisco Trinaldo
November 16 2019,Randy Brown,Warlley Alves,1,3,16,3,1,2,1,3,Randy Brown
November 16 2019,Douglas Silva de Andrade,Renan Barao,0,1,74,58,0,0,0,2,Douglas Silva de Andrade
November 16 2019,Ariane Lipski,Isabela de Padua,2,0,31,15,1,1,0,2,Ariane Lipski
November 16 2019,Tracy Cortez,Vanessa Melo,1,0,79,40,0,0,2,0,Tracy Cortez
November 09 2019,Rustam Khabilov,Sergey Khandozhko,1,0,12,25,0,0,4,0,Rustam Khabilov
November 09 2019,Karl Roberson,Roman Kopylov,1,0,43,37,1,0,1,0,Karl Roberson
November 09 2019,David Zawada,Abubakar Nurmagomedov,0,1,2,4,2,0,0,1,David Zawada
November 09 2019,Roosevelt Roberts,Alexander Yakovlev,3,1,28,20,0,0,0,3,Roosevelt Roberts
November 09 2019,Pannie Kianzad,Jessica-Rose Clark,0,0,98,65,0,0,0,0,Pannie Kianzad
November 09 2019,Davey Grant,Grigorii Popov,2,1,30,35,0,0,6,0,Davey Grant
December 07 2019,Jairzinho Rozenstruik,Alistair Overeem,0,3,89,74,0,0,0,2,Jairzinho Rozenstruik
December 07 2019,Marina Rodriguez,Cynthia Calvillo,0,7,56,78,0,0,0,3,Marina Rodriguez
December 07 2019,Ben Rothwell,Stefan Struve,0,0,58,53,0,0,0,0,Ben Rothwell
December 07 2019,Aspen Ladd,Yana Kunitskaya,3,0,47,47,0,0,2,0,Aspen Ladd
December 07 2019,Cody Stamann,Song Yadong,6,0,41,30,0,0,5,0,Cody Stamann
December 07 2019,Rob Font,Ricky Simon,0,3,90,59,0,0,1,6,Rob Font
December 07 2019,Tim Means,Thiago Alves,0,0,23,13,1,0,0,0,Tim Means
December 07 2019,Billy Quarantillo,Jacob Kilburn,9,0,74,3,5,0,1,0,Billy Quarantillo
December 14 2019,Kamaru Usman,Colby Covington,0,0,175,143,0,0,0,0,Kamaru Usman
December 14 2019,Alexander Volkanovski,Max Holloway,0,0,157,134,0,0,0,0,Alexander Volkanovski
December 07 2019,Bryce Mitchell,Matt Sayles,5,0,6,2,1,0,1,0,Bryce Mitchell
December 07 2019,Joe Solecki,Matt Wiman,6,0,56,10,0,0,4,0,Joe Solecki
December 07 2019,Virna Jandiroba,Mallory Martin,5,0,7,9,3,0,3,0,Virna Jandiroba
December 14 2019,Amanda Nunes,Germaine de Randamie,5,0,79,40,2,1,8,0,Amanda Nunes
December 14 2019,Marlon Moraes,Jose Aldo,1,0,59,58,0,0,1,0,Marlon Moraes
December 14 2019,Petr Yan,Urijah Faber,1,0,54,18,0,0,2,0,Petr Yan
December 14 2019,Geoff Neal,Mike Perry,0,0,15,5,0,0,0,0,Geoff Neal
December 21 2019,Chan Sung Jung,Frankie Edgar,1,0,46,9,0,0,0,0,Chan Sung Jung
December 21 2019,Volkan Oezdemir,Aleksandar Rakic,0,0,63,75,0,1,0,1,Volkan Oezdemir
December 07 2019,Makhmud Muradov,Trevor Smith,1,0,91,39,1,0,1,0,Makhmud Muradov
December 14 2019,Irene Aldana,Ketlen Vieira,0,0,26,20,0,0,0,0,Irene Aldana
December 14 2019,Omari Akhmedov,Ian Heinisch,1,0,55,53,0,0,2,3,Omari Akhmedov
December 14 2019,Matt Brown,Ben Saunders,3,0,30,12,0,4,2,0,Matt Brown
December 21 2019,Charles Jourdain,Dooho Choi,0,0,64,42,0,0,0,0,Charles Jourdain
December 21 2019,Da-Un Jung,Mike Rodriguez,0,0,5,4,0,0,0,0,Da-Un Jung
December 21 2019,Junyong Park,Marc-Andre Barriault,0,0,77,51,0,0,5,0,Junyong Park
December 14 2019,Chase Hooper,Daniel Teymur,2,0,20,2,2,1,1,0,Chase Hooper
December 14 2019,Brandon Moreno,Kai Kara-France,0,0,91,82,0,0,0,0,Brandon Moreno
December 14 2019,Jessica Eye,Viviane Araujo,0,2,98,56,0,0,0,2,Jessica Eye
December 21 2019,Kyung Ho Kang,Liu Pingyuan,2,0,20,25,0,0,3,0,Kyung Ho Kang
December 21 2019,Ciryl Gane,Tanner Boser,0,0,65,32,0,0,0,0,Ciryl Gane
December 21 2019,SeungWoo Choi,Suman Mokhtarian,2,0,95,33,0,0,0,0,SeungWoo Choi
December 14 2019,Punahele Soriano,Oskar Piechota,2,0,26,8,0,0,1,0,Punahele Soriano
December 21 2019,Omar Morales,Dong Hyun Ma,3,0,32,15,0,0,1,0,Omar Morales
December 21 2019,Alexandre Pantoja,Matt Schnell,1,0,34,20,0,0,1,0,Alexandre Pantoja
December 21 2019,Raoni Barcelos,Said Nurmagomedov,4,0,42,55,0,0,2,0,Raoni Barcelos
December 21 2019,Amanda Lemos,Miranda Granger,1,0,8,4,1,0,1,0,Amanda Lemos
December 21 2019,Heili Alateng,Ryan Benoit,0,0,47,68,0,0,4,0,Heili Alateng
January 18 2020,Conor McGregor,Donald Cerrone,0,0,19,0,0,0,0,0,Conor McGregor
January 18 2020,Holly Holm,Raquel Pennington,0,0,30,38,0,0,0,1,Holly Holm
January 18 2020,Aleksei Oleinik,Maurice Greene,4,0,7,13,3,0,3,0,Aleksei Oleinik
January 18 2020,Brian Kelleher,Ode Osbourne,1,0,7,9,1,0,1,0,Brian Kelleher
January 18 2020,Diego Ferreira,Anthony Pettis,4,0,25,22,1,0,3,0,Diego Ferreira
January 18 2020,Roxanne Modafferi,Maycee Barber,10,1,19,16,0,1,1,0,Roxanne Modafferi
January 25 2020,Curtis Blaydes,Junior Dos Santos,0,0,28,7,0,0,0,0,Curtis Blaydes
January 18 2020,Sodiq Yusuff,Andre Fili,5,0,73,49,1,0,0,3,Sodiq Yusuff
January 18 2020,Askar Askarov,Tim Elliott,2,1,73,47,0,0,0,3,Askar Askarov
January 18 2020,Drew Dober,Nasrat Haqparast,1,0,13,7,0,0,0,0,Drew Dober
January 25 2020,Michael Chiesa,Rafael Dos Anjos,3,0,9,14,0,0,6,0,Michael Chiesa
January 25 2020,Alex Perez,Jordan Espinosa,1,0,2,2,1,0,1,0,Alex Perez
January 25 2020,Angela Hill,Hannah Cifers,2,0,70,46,0,0,1,0,Angela Hill
January 18 2020,Aleksa Camur,Justin Ledet,0,0,80,44,0,0,1,0,Aleksa Camur
January 18 2020,Sabina Mazo,JJ Aldrich,0,0,118,58,0,0,0,0,Sabina Mazo
January 25 2020,Jamahal Hill,Darko Stosic,0,4,101,31,0,0,0,6,Jamahal Hill
January 25 2020,Bevon Lewis,Dequan Townsend,0,0,36,28,0,0,0,0,Bevon Lewis
January 25 2020,Arnold Allen,Nik Lentz,0,0,63,49,0,0,0,0,Arnold Allen
January 25 2020,Justine Kish,Lucie Pudilova,1,0,62,29,0,0,1,0,Justine Kish
January 25 2020,Montel Jackson,Felipe Colares,3,1,75,7,0,3,11,1,Montel Jackson
January 25 2020,Sara McMann,Lina Lansberg,7,0,38,1,1,0,3,0,Sara McMann
January 25 2020,Brett Johns,Tony Gravely,4,2,36,26,3,0,6,5,Brett Johns
January 25 2020,Herbert Burns,Nate Landwehr,0,0,7,4,1,0,1,0,Herbert Burns
February 09 2019,Israel Adesanya,Anderson Silva,0,0,65,31,0,0,0,0,Israel Adesanya
February 09 2019,Lando Vannata,Marcos Mariano,2,0,20,3,1,0,1,0,Lando Vannata
February 09 2019,Ricky Simon,Rani Yahya,2,0,54,47,0,0,4,0,Ricky Simon
February 15 2020,Jan Blachowicz,Corey Anderson,0,0,13,11,0,0,0,0,Jan Blachowicz
February 09 2019,Montana De La Rosa,Nadia Kassem,7,0,21,5,3,0,2,0,Montana De La Rosa
February 09 2019,Jimmy Crute,Sam Alvey,0,0,14,3,0,0,0,0,Jimmy Crute
February 15 2020,Diego Sanchez,Michel Pereira,0,0,25,53,0,0,0,2,Diego Sanchez
February 15 2020,Montana De La Rosa,Mara Romero Borella,6,0,27,23,1,0,1,1,Montana De La Rosa
February 15 2020,Brok Weaver,Kazula Vargas,0,0,5,15,1,0,0,1,Brok Weaver
February 08 2020,Jon Jones,Dominick Reyes,0,0,104,116,0,0,2,0,Jon Jones
February 08 2020,Valentina Shevchenko,Katlyn Chookagian,2,0,40,17,0,0,3,0,Valentina Shevchenko
February 09 2019,Devonte Smith,Dong Hyun Ma,0,0,19,1,0,0,0,0,Devonte Smith
February 09 2019,Shane Young,Austin Arnett,0,0,120,77,0,0,0,0,Shane Young
February 09 2019,Kai Kara-France,Raulian Paiva,0,1,58,67,0,1,2,0,Kai Kara-France
February 15 2020,Ray Borg,Rogerio Bontorin,6,0,35,9,0,0,10,0,Ray Borg
February 15 2020,Lando Vannata,Yancy Medeiros,0,0,99,68,0,0,0,0,Lando Vannata
February 15 2020,Daniel Rodriguez,Tim Means,0,0,49,41,1,0,0,1,Daniel Rodriguez
February 08 2020,Justin Tafa,Juan Adams,0,0,10,7,0,0,0,0,Justin Tafa
February 08 2020,Dan Ige,Mirsad Bektic,1,6,43,17,0,1,1,3,Dan Ige
February 08 2020,Derrick Lewis,Ilir Latifi,0,2,20,5,0,0,0,3,Derrick Lewis
February 08 2020,Trevin Giles,James Krause,3,1,71,44,1,4,0,1,Trevin Giles
February 09 2019,Kyung Ho Kang,Teruto Ishihara,1,0,26,17,1,0,1,0,Kyung Ho Kang
February 09 2019,Jalin Turner,Callan Potter,1,0,9,3,0,0,0,0,Jalin Turner
February 09 2019,Jonathan Martinez,Wuliji Buren,4,7,47,17,0,1,1,3,Jonathan Martinez
February 15 2020,John Dodson,Nathaniel Wood,0,0,39,46,0,0,0,1,John Dodson
February 15 2020,Scott Holtzman,Jim Miller,1,0,88,58,0,0,1,0,Scott Holtzman
February 15 2020,Devin Clark,Dequan Townsend,3,0,39,6,0,0,3,0,Devin Clark
February 15 2020,Merab Dvalishvili,Casey Kenney,3,0,63,45,0,0,12,0,Merab Dvalishvili
February 08 2020,Lauren Murphy,Andrea Lee,1,0,80,104,0,1,2,0,Lauren Murphy
February 08 2020,Khaos Williams,Alex Morono,0,0,10,1,0,0,0,0,Khaos Williams
February 08 2020,Mario Bautista,Miles Johns,0,0,18,13,0,0,0,0,Mario Bautista
February 08 2020,Journey Newson,Domingo Pilarte,0,0,6,1,0,0,0,0,Journey Newson
February 15 2020,Macy Chiasson,Shanna Young,4,1,86,40,0,0,3,0,Macy Chiasson
February 15 2020,Raulian Paiva,Mark De La Rosa,0,0,54,45,0,0,0,0,Raulian Paiva
February 08 2020,Andre Ewell,Jonathan Martinez,0,0,80,66,0,0,0,0,Andre Ewell
February 08 2020,Youssef Zalal,Austin Lingo,2,1,31,12,2,0,6,1,Youssef Zalal
February 17 2019,Francis Ngannou,Cain Velasquez,0,0,6,1,0,0,0,0,Francis Ngannou
February 17 2019,Paul Felder,James Vick,0,0,55,61,0,0,0,0,Paul Felder
February 17 2019,Cynthia Calvillo,Cortney Casey,0,0,82,73,0,0,0,0,Cynthia Calvillo
February 17 2019,Kron Gracie,Alex Caceres,1,0,2,4,1,0,1,0,Kron Gracie
